time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1979-03-25T11:36:26.200Z,39.437,15.208,306,4.5,mb,,,,,us,usp0000znt,2014-11-06T23:21:59.099Z,"59 km WSW of Cittadella del Capo, Italy",earthquake,,,,,reviewed,us,us
1979-04-09T08:13:11.000Z,37.179,10.106,24,4.9,mb,,,,,us,usp0000zwx,2014-11-06T23:21:59.805Z,"6 km E of El Alia, Tunisia",earthquake,,,,,reviewed,us,us
1979-04-18T15:19:19.000Z,46.318,13.249,11,4.9,mb,,,,,us,usp0001049,2020-08-26T20:22:15.744Z,"4 km NNW of Lusevera, Italy",earthquake,,,,,reviewed,us,us
1979-05-21T17:32:10.800Z,43.132,12.862,10,5.1,mb,,,,,us,usp00010sx,2014-11-06T23:22:01.421Z,"central Italy",earthquake,,,,,reviewed,us,us
1979-06-04T10:10:32.500Z,42.024,15.223,10,4.8,ml,,,,,us,usp000113b,2014-11-06T23:22:02.126Z,"17 km ENE of Campomarino, Italy",earthquake,,,,,reviewed,us,rom
1979-07-03T21:13:09.400Z,46.978,6.927,33,4.6,ml,,,,,us,usp00011pw,2020-08-26T20:30:26.936Z,"1 km S of Neuchâtel, Switzerland",earthquake,,,,,reviewed,us,grf
1979-07-04T06:52:45.300Z,44.063,16.625,29,4.8,mb,,,,,us,usp00011q2,2022-04-27T14:59:49.993Z,"18 km W of Glamo?, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,us
1979-07-25T00:18:10.800Z,39.231,15.123,304,4.6,mb,,,,,us,usp000121s,2014-11-06T23:22:04.101Z,"74 km WSW of Cittadella del Capo, Italy",earthquake,,,,,reviewed,us,us
1979-08-21T22:17:49.200Z,38.603,16.025,59,4.6,mb,,,,,us,usp00012ja,2014-11-06T23:22:04.930Z,"1 km SSW of Filandari, Italy",earthquake,,,,,reviewed,us,us
1979-09-19T21:35:37.200Z,42.812,13.061,16,5.9,mb,,,,,us,usp000130x,2022-04-27T14:55:52.116Z,"3 km NW of Norcia, Italy",earthquake,,,,,reviewed,us,us
1979-09-21T23:47:37.000Z,39.069,14.743,317,4.6,mb,,,,,us,usp000131w,2014-11-06T23:22:05.689Z,"Tyrrhenian Sea",earthquake,,,,,reviewed,us,us
1979-12-08T04:06:34.300Z,38.284,11.741,33,5.4,mb,,,,,us,usp00014cu,2022-04-27T14:43:11.590Z,"64 km NW of Favignana, Italy",earthquake,,,,,reviewed,us,us
1980-01-05T14:32:26.200Z,45.034,7.459,12,4.8,mb,,,,,us,usp00014vy,2022-04-28T01:46:33.296Z,"1 km NE of Sangano, Italy",earthquake,,,,,reviewed,us,us
1980-02-04T02:30:25.500Z,38.617,15.005,260,4.5,mb,,,,,us,usp00015ak,2014-11-06T23:24:17.454Z,"13 km ENE of Santa Marina Salina, Italy",earthquake,,,,,reviewed,us,us
1980-02-20T02:34:02.900Z,39.303,16.209,12,4.6,mb,,,,,us,usp00015jf,2020-07-07T23:27:34.875Z,"0 km WSW of Andreotta, Italy",earthquake,,,,,reviewed,us,us
1980-02-28T21:04:40.800Z,42.819,12.994,10,4.8,mb,,,,,us,usp00015rm,2022-04-28T01:45:46.933Z,"6 km E of Cerreto di Spoleto, Italy",earthquake,,,,,reviewed,us,us
1980-03-09T12:03:40.000Z,39.944,16.125,19,4.6,mb,,,,,us,usp00015x5,2014-11-06T23:24:18.873Z,"4 km SE of Viggianello, Italy",earthquake,,,,,reviewed,us,us
1980-05-12T01:18:21.000Z,39.079,14.553,338,4.5,mb,,,,,us,usp000175t,2014-11-06T23:24:21.729Z,"60 km NNW of Malfa, Italy",earthquake,,,,,reviewed,us,us
1980-05-14T01:41:03.800Z,40.459,15.855,24,4.5,mb,,,,,us,usp000176s,2020-08-26T21:00:36.293Z,"1 km S of Calvello, Italy",earthquake,,,,,reviewed,us,us
1980-05-28T19:51:19.300Z,38.482,14.252,14,5.7,mb,,,,,us,usp00017ry,2022-04-28T01:38:29.656Z,"50 km W of Leni, Italy",earthquake,,,,,reviewed,us,us
1980-06-01T02:32:52.500Z,38.393,14.333,10,4.9,mb,,,,,us,usp00017vz,2014-11-06T23:24:22.803Z,"40 km NNW of Marina di Caronia, Italy",earthquake,,,,,reviewed,us,us
1980-06-07T18:35:01.800Z,44.092,10.724,16,4.6,mb,,,,,us,usp000180w,2014-11-06T23:24:23.006Z,"2 km WSW of Cutigliano, Italy",earthquake,,,,,reviewed,us,us
1980-06-09T16:02:48.700Z,42.292,13.875,20,4.6,mb,,,,,us,usp000182d,2014-11-06T23:24:23.056Z,"1 km N of Corvara, Italy",earthquake,,,,,reviewed,us,us
1980-06-22T19:14:33.700Z,43.105,17.421,10,4.5,mb,,,,,us,usp00018df,2014-11-06T23:24:23.574Z,"11 km NW of Komin, Croatia",earthquake,,,,,reviewed,us,us
1980-10-13T03:44:49.100Z,39.719,13.003,501,4.6,mb,,,,,us,usp0001a7w,2014-11-06T23:24:26.619Z,"113 km N of Ustica, Italy",earthquake,,,,,reviewed,us,us
1980-11-23T18:34:53.800Z,40.914,15.366,10,6.9,ms,,,,,us,usp0001ay4,2022-04-28T01:21:13.544Z,"2 km N of Cairano, Italy",earthquake,,,,,reviewed,us,us
1980-11-23T18:52:06.300Z,41.11,15.282,10,4.6,mb,,,,,us,usp0001ay5,2014-11-06T23:24:27.505Z,"1 km SSW of Anzano di Puglia, Italy",earthquake,,,,,reviewed,us,us
1980-11-23T19:04:02.700Z,40.673,15.605,10,4.5,mb,,,,,us,usp0001ay7,2014-11-06T23:24:27.507Z,"1 km SE of Baragiano, Italy",earthquake,,,,,reviewed,us,us
1980-11-23T19:37:44.300Z,40.847,15.354,10,4.7,mb,,,,,us,usp0001aya,2022-04-28T01:21:19.576Z,"1 km W of Sant'Andrea di Conza, Italy",earthquake,,,,,reviewed,us,us
1980-11-23T20:06:16.800Z,40.968,15.369,10,4.6,mb,,,,,us,usp0001ayb,2014-11-06T23:24:27.599Z,"4 km S of Bisaccia, Italy",earthquake,,,,,reviewed,us,us
1980-11-23T20:55:26.000Z,40.804,15.296,10,4.5,mb,,,,,us,usp0001ayd,2014-11-06T23:24:27.601Z,"2 km NNW of Laviano, Italy",earthquake,,,,,reviewed,us,us
1980-11-24T00:23:59.500Z,40.889,15.255,10,4.7,mb,,,,,us,usp0001ayp,2022-04-28T01:21:21.499Z,"4 km N of Teora, Italy",earthquake,,,,,reviewed,us,us
1980-11-24T02:19:22.900Z,40.767,15.357,10,4.5,mb,,,,,us,usp0001ays,2014-11-06T23:24:27.614Z,"4 km ESE of Laviano, Italy",earthquake,,,,,reviewed,us,us
1980-11-24T02:39:21.100Z,39.044,14.59,329,4.5,mb,,,,,us,usp0001ayu,2014-11-06T23:24:27.616Z,"56 km NNW of Malfa, Italy",earthquake,,,,,reviewed,us,us
1980-11-24T15:13:29.300Z,40.962,15.008,10,4.5,mb,,,,,us,usp0001azd,2014-11-06T23:24:27.633Z,"2 km WSW of Paternopoli, Italy",earthquake,,,,,reviewed,us,us
1980-11-25T17:06:44.000Z,40.697,15.474,10,4.6,mb,,,,,us,usp0001b0c,2014-11-06T23:24:27.663Z,"3 km N of Ricigliano, Italy",earthquake,,,,,reviewed,us,us
1980-11-25T18:28:21.500Z,40.653,15.399,10,5.3,ms,,,,,us,usp0001b0g,2022-04-28T01:21:34.143Z,"0 km S of San Gregorio Magno, Italy",earthquake,,,,,reviewed,us,us
1980-11-26T06:06:09.900Z,40.694,15.643,10,4.5,ml,,,,,us,usp0001b0w,2014-11-06T23:24:27.682Z,"4 km SW of Ruoti, Italy",earthquake,,,,,reviewed,us,tri
1980-11-26T08:31:06.100Z,40.97,15.346,10,4.5,mb,,,,,us,usp0001b12,2014-11-06T23:24:27.688Z,"4 km NNE of Andretta-Mattinella, Italy",earthquake,,,,,reviewed,us,us
1980-11-26T14:55:40.700Z,41.017,15.236,10,4.7,mb,,,,,us,usp0001b1e,2014-11-06T23:24:27.762Z,"2 km ESE of Carife, Italy",earthquake,,,,,reviewed,us,us
1980-11-30T01:51:47.600Z,40.517,15.729,10,4.6,mb,,,,,us,usp0001b3e,2020-08-26T21:21:00.712Z,"5 km NE of Sasso di Castalda, Italy",earthquake,,,,,reviewed,us,us
1980-11-30T07:41:58.000Z,40.845,15.328,10,5.1,mb,,,,,us,usp0001b3m,2020-08-26T21:21:13.267Z,"1 km SSW of Nuova Conza della Campania, Italy",earthquake,,,,,reviewed,us,us
1980-12-03T23:54:24.200Z,40.738,15.479,10,4.7,mb,,,,,us,usp0001b58,2014-11-06T23:24:27.883Z,"1 km SSW of Muro Lucano, Italy",earthquake,,,,,reviewed,us,us
1980-12-04T00:04:55.700Z,40.861,15.505,10,4.5,mb,,,,,us,usp0001b59,2014-11-06T23:24:27.884Z,"1 km NNE of Rapone, Italy",earthquake,,,,,reviewed,us,us
1980-12-09T05:50:13.100Z,38.887,16.221,76,4.8,mb,,,,,us,usp0001b76,2022-04-28T01:17:06.515Z,"4 km SW of Santa Eufemia Lamezia, Italy",earthquake,,,,,reviewed,us,us
1980-12-21T00:59:32.300Z,36.423,7.762,10,4.6,mb,,,,,us,usp0001bcn,2014-11-06T23:24:28.180Z,"22 km E of Boumahra Ahmed, Algeria",earthquake,,,,,reviewed,us,us
1981-01-01T23:09:24.300Z,39.901,13.566,427,4.6,mb,,,,,us,usp0001bjg,2014-11-06T23:24:28.501Z,"90 km SW of Anacapri, Italy",earthquake,,,,,reviewed,us,us
1981-01-15T11:12:42.800Z,40.881,15.427,10,4.5,mb,,,,,us,usp0001bqx,2014-11-06T23:24:28.670Z,"5 km ESE of Cairano, Italy",earthquake,,,,,reviewed,us,us
1981-01-16T00:37:46.800Z,40.945,15.368,15,5.3,ms,,,,,us,usp0001br9,2022-04-28T01:14:03.924Z,"southern Italy",earthquake,,,,,reviewed,us,us
1981-02-14T17:27:44.330Z,41.051,14.601,10,4.6,mb,,,,1,us,usp0001c6b,2022-04-28T01:11:49.591Z,"2 km NNE of Rotondi, Italy",earthquake,,,,12,reviewed,us,us
1981-05-10T02:44:41.980Z,39.603,15.343,287.5,4.6,mb,,,,1,us,usp0001dkz,2014-11-07T00:29:28.507Z,"41 km WSW of Diamante, Italy",earthquake,,1.9,,33,reviewed,us,us
1981-06-07T13:00:56.640Z,37.674,12.472,18.7,4.9,mb,,,,1.1,us,usp0001e1m,2020-08-26T21:36:13.049Z,"4 km SSW of Petrosino, Italy",earthquake,,5.6,,22,reviewed,us,us
1981-06-13T05:54:08.290Z,37.155,12.596,10,4.6,mb,,,,0.9,us,usp0001e4k,2014-11-07T00:29:37.428Z,"47 km SSW of Tre Fontane, Italy",earthquake,,,,3,reviewed,us,us
1981-06-19T16:51:27.850Z,38.378,16.468,10,4.6,mb,,,,0.9,us,usp0001e83,2014-11-07T00:29:38.371Z,"3 km N of Caulonia Marina, Italy",earthquake,,,,7,reviewed,us,us
1981-06-22T09:36:18.040Z,38.49,14.093,13.8,4.8,mb,,,,0.7,us,usp0001e9t,2014-11-07T00:29:39.358Z,"50 km N of Cefalù, Italy",earthquake,,2.5,,18,reviewed,us,us
1981-08-13T02:58:11.980Z,44.849,17.312,15.5,5.5,ms,,,,1.2,us,usp0001f8m,2022-04-28T00:56:50.139Z,"Bosnia and Herzegovina",earthquake,,2.3,,8,reviewed,us,us
1981-08-30T23:30:27.960Z,46.321,13.31,10,4.9,ml,,,,0.7,us,usp0001fk7,2014-11-07T00:29:59.091Z,"5 km S of Prato, Italy",earthquake,,,,,reviewed,us,fur
1981-12-05T05:47:39.480Z,46.317,12.721,10,4.5,mb,,,,0.8,us,usp0001h8x,2014-11-07T00:30:29.604Z,"5 km W of Tramonti di Sopra, Italy",earthquake,,,,1,reviewed,us,us
1982-01-01T07:22:13.700Z,42.961,17.36,10,4.5,ml,,,,1.4,us,usp0001hu5,2014-11-07T00:30:36.054Z,"14 km E of Orebi?, Croatia",earthquake,,,,,reviewed,us,tri
1982-01-05T18:17:13.950Z,43.77,10.996,10,4.8,mb,,,,0.9,us,usp0001hwh,2014-11-07T00:30:38.549Z,"2 km NNE of Capraia e Limite, Italy",earthquake,,,,2,reviewed,us,us
1982-03-16T13:52:23.560Z,46.167,16.259,14.4,4.7,mb,,,,1.1,us,usp0001k5e,2020-08-26T21:58:47.829Z,"5 km WSW of Remetinec, Croatia",earthquake,,1.9,,5,reviewed,us,us
1982-03-21T09:44:03.020Z,39.915,15.775,28.2,4.8,mb,,,,1.2,us,usp0001k8j,2022-04-28T00:41:43.861Z,"1 km SSE of Tortora Marina, Italy",earthquake,,2.9,,12,reviewed,us,us
1982-03-30T02:16:54.830Z,38.5,15.498,220.9,4.9,mb,,,,1.2,us,usp0001kes,2014-11-07T00:31:02.683Z,"23 km N of Sparta', Italy",earthquake,,4.3,,9,reviewed,us,us
1982-08-06T13:29:32.750Z,45.004,8.227,10,4.6,mb,,,,1.4,us,usp0001nvt,2014-11-07T00:31:43.642Z,"2 km N of Castell'Alfero, Italy",earthquake,,,,1,reviewed,us,us
1983-01-22T12:41:55.160Z,45.223,7.164,10,5.5,mb,,,,0.8,us,usp0001sg7,2020-08-26T22:24:25.738Z,"4 km WSW of Usseglio, Italy",earthquake,,,,1,reviewed,us,us
1983-07-21T13:31:22.010Z,45.856,11.334,29,5.1,mb,,,,1.1,us,usp0001wzw,2014-11-07T00:33:30.169Z,"0 km WSW of Tonezza del Cimone, Italy",earthquake,,2.1,,3,reviewed,us,us
1983-08-12T19:36:30.750Z,41.751,13.849,10,4.6,mb,,,,1.2,us,usp0001xmy,2020-08-26T22:51:39.056Z,"3 km SSE of Opi, Italy",earthquake,,,,9,reviewed,us,us
1983-09-29T01:23:39.990Z,40.363,14.923,12.6,4.6,mb,,,,1.5,us,usp0001yqk,2014-11-07T00:33:51.818Z,"5 km WNW of Agropoli, Italy",earthquake,,3.5,,4,reviewed,us,us
1983-10-10T03:51:41.030Z,38.658,12.916,11.2,5,mb,,,,1.1,us,usp0001yw0,2014-11-07T00:33:57.497Z,"24 km WSW of Ustica, Italy",earthquake,,3.3,,4,reviewed,us,us
1983-10-10T22:01:42.020Z,39.53,14.153,388.4,4.7,mb,,,,1.1,us,usp0001ywp,2014-11-07T00:33:58.179Z,"105 km SW of Montecorice, Italy",earthquake,,2.6,,35,reviewed,us,us
1983-10-31T23:28:34.340Z,39.122,15.915,130.7,4.5,mb,,,,1,us,usp0001zfd,2014-11-07T00:34:01.686Z,"13 km W of Amantea, Italy",earthquake,,2.1,,19,reviewed,us,us
1983-11-09T16:29:51.660Z,44.689,10.317,36.9,5.1,mb,,,,1.3,us,usp0001zpm,2022-04-27T23:44:47.491Z,"2 km ENE of Pilastro, Italy",earthquake,,1.9,,31,reviewed,us,us
1983-12-20T20:39:03.110Z,36.558,6.741,10,4.9,mb,,,,1.3,us,usp00020nr,2014-11-07T00:34:15.999Z,"14 km NE of Didouche Mourad, Algeria",earthquake,,,,4,reviewed,us,us
1984-03-11T11:55:31.750Z,45.867,15.483,10,4.6,ml,,,,1.3,us,usp00022jq,2014-11-07T00:34:37.638Z,"5 km ENE of Kostanjevica na Krki, Slovenia",earthquake,,,,,reviewed,us,grf
1984-03-21T01:12:43.620Z,39.419,15.234,281.4,5.2,mw,,,,1.1,us,usp00022tw,2016-11-09T22:07:40.116Z,"57 km WSW of Cittadella del Capo, Italy",earthquake,,1.3,,,reviewed,us,hrv
1984-04-29T05:03:00.020Z,43.26,12.558,11.9,5.7,mw,,,,1.3,us,usp00023zg,2022-04-27T23:00:06.916Z,"7 km SW of Stazione di Padule, Italy",earthquake,,1.8,,,reviewed,us,hrv
1984-04-30T21:04:54.650Z,43.24,12.461,5.7,4.6,mb,,,,1.1,us,usp0002419,2014-11-07T00:34:48.525Z,"5 km N of Casa del Diavolo, Italy",earthquake,,2,,9,reviewed,us,us
1984-04-30T22:39:52.310Z,43.256,12.523,9.4,4.6,mb,,,,1.1,us,usp000241b,2014-11-07T00:34:48.535Z,"8 km SSW of Cipolleto, Italy",earthquake,,2.9,,8,reviewed,us,us
1984-05-07T17:49:41.660Z,41.765,13.898,10,5.9,mw,,,,1.2,us,usp000246t,2022-04-27T23:22:56.266Z,"3 km WSW of Villetta Barrea, Italy",earthquake,,,,,reviewed,us,hrv
1984-05-11T10:41:49.940Z,41.831,13.961,13.9,5.5,mw,,,,1.2,us,usp000249a,2022-04-27T23:23:12.197Z,"6 km NNE of Villetta Barrea, Italy",earthquake,,1.7,,,reviewed,us,hrv
1984-05-11T11:26:15.630Z,41.784,13.865,17.9,4.6,mb,,,,1,us,usp000249d,2014-11-07T00:34:53.834Z,"3 km ENE of Opi, Italy",earthquake,,4.1,,12,reviewed,us,us
1984-05-11T13:14:56.780Z,41.833,13.941,17,4.6,mb,,,,1.2,us,usp000249j,2014-11-07T00:34:53.856Z,"6 km N of Villetta Barrea, Italy",earthquake,,3.6,,18,reviewed,us,us
1984-05-11T16:39:17.300Z,41.768,13.897,10,4.5,mb,,,,1.3,us,usp000249t,2014-11-07T00:34:53.947Z,"3 km WSW of Villetta Barrea, Italy",earthquake,,,,8,reviewed,us,us
1984-05-13T12:45:55.880Z,42.967,17.734,29.7,5.5,mw,,,,1.2,us,usp00024bq,2022-04-27T23:23:24.886Z,"10 km ENE of Neum, Bosnia and Herzegovina",earthquake,,3.1,,,reviewed,us,hrv
1984-05-13T22:48:12.840Z,42.94,17.692,33,4.7,ml,,,,1.3,us,usp00024c1,2021-10-20T17:46:52.364Z,"6 km ENE of Neum, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,tri
1984-05-21T14:07:46.660Z,43.397,10.262,21.6,4.7,mb,,,,1.2,us,usp00024hr,2014-11-07T00:34:55.754Z,"11 km SW of Quercianella, Italy",earthquake,,2.9,,1,reviewed,us,us
1984-09-02T15:14:01.790Z,44.896,17.342,10.8,4.5,ml,,,,1.4,us,usp00026zg,2014-11-07T00:35:23.981Z,"3 km ESE of Laktaši, Bosnia and Herzegovina",earthquake,,2.4,,,reviewed,us,vka
1984-10-05T06:37:26.950Z,36.071,6.915,10,4.8,mb,,,,1.2,us,usp00027xq,2020-08-26T23:43:14.705Z,"11 km NNE of Aïn Fakroun, Algeria",earthquake,,,,8,reviewed,us,us
1984-10-15T10:53:55.110Z,42.933,17.778,10,4.9,mb,,,,0.9,us,usp000286e,2014-11-07T00:35:35.083Z,"10 km NNW of Podgora, Croatia",earthquake,,,,1,reviewed,us,us
1984-10-22T18:24:36.020Z,39.686,14.2,378.8,4.9,mb,,,,0.9,us,usp00028d7,2014-11-07T00:35:36.022Z,"90 km SW of San Marco, Italy",earthquake,,2.1,,55,reviewed,us,us
1984-10-23T04:41:43.510Z,41.784,13.867,10,4.7,mb,,,,1.3,us,usp00028ds,2014-11-07T00:35:36.090Z,"3 km ENE of Opi, Italy",earthquake,,,,1,reviewed,us,us
1984-10-30T14:39:49.310Z,39.649,15.592,271.9,4.9,mb,,,,1,us,usp00028n6,2014-11-07T00:35:37.136Z,"20 km W of Diamante, Italy",earthquake,,1.9,,68,reviewed,us,us
1984-12-30T07:37:06.450Z,39.49,13.283,476.6,4.5,mb,,,,0.8,us,usp0002aj7,2014-11-07T00:35:55.066Z,"86 km N of Ustica, Italy",earthquake,,5.3,,16,reviewed,us,us
1985-01-10T19:29:39.920Z,39.345,16.294,10,4.6,mb,,,,0.8,us,usp0002axs,2014-11-07T00:36:01.381Z,"0 km SSE of Castiglione Cosentino, Italy",earthquake,,,,2,reviewed,us,us
1985-01-23T10:10:18.370Z,44.114,10.452,32.3,4.9,mb,,,,1.1,us,usp0002ba3,2014-11-07T00:36:03.767Z,"0 km WSW of Fosciandora, Italy",earthquake,,3.7,,8,reviewed,us,us
1985-04-18T14:41:51.980Z,43.307,17.322,7.6,4.5,mb,,,,1.4,us,usp0002dx6,2014-11-07T00:36:27.244Z,"5 km S of Drinovci, Bosnia and Herzegovina",earthquake,,3.9,,4,reviewed,us,us
1985-04-21T18:13:18.930Z,43.888,16.506,10,4.5,ml,,,,1.3,us,usp0002e0d,2014-11-07T00:36:27.733Z,"16 km NNW of Hrvace, Croatia",earthquake,,,,,reviewed,us,kba
1985-05-20T10:00:29.260Z,42.246,13.295,12.6,4.7,mb,,,,1.1,us,usp0002f09,2014-11-07T00:36:36.231Z,"4 km S of Tornimparte, Italy",earthquake,,3.2,,9,reviewed,us,us
1985-07-19T00:26:08.470Z,39.87,13.577,448.8,4.9,mb,,,,1,us,usp0002gwh,2014-11-07T00:36:52.618Z,"93 km SW of Anacapri, Italy",earthquake,,4,,60,reviewed,us,us
1985-08-09T21:49:46.870Z,38.271,12.836,10,4.6,mb,,,,1.3,us,usp0002hj5,2014-11-07T00:36:59.267Z,"13 km NE of San Vito Lo Capo, Italy",earthquake,,,,10,reviewed,us,us
1985-09-22T14:29:54.210Z,42.913,17.621,23.3,5,ml,,,,1.2,us,usp0002k0b,2014-11-07T00:37:12.025Z,"1 km SSE of Neum, Bosnia and Herzegovina",earthquake,,5.2,,,reviewed,us,lju
1985-10-20T08:43:10.190Z,44.816,6.638,10,5,mb,,,,0.6,us,usp0002kz7,2014-11-07T00:37:20.221Z,"4 km E of Saint-Martin-de-Queyrières, France",earthquake,,,,1,reviewed,us,us
1985-10-27T19:34:57.120Z,36.46,6.761,10,5.8,mw,,,,1.3,us,usp0002m6e,2022-04-27T22:34:39.191Z,"11 km E of Didouche Mourad, Algeria",earthquake,,,,,reviewed,us,hrv
1986-01-23T17:38:58.510Z,43.151,12.936,22.6,4.7,mb,,,,1.1,us,usp0002qca,2014-11-07T00:37:48.553Z,"1 km WNW of Sefro, Italy",earthquake,,8.2,,1,reviewed,us,us
1986-03-10T16:03:55.630Z,39.831,13.587,452.7,4.9,mb,,,,1,us,usp0002rr5,2014-11-07T00:38:02.653Z,"96 km SSW of Anacapri, Italy",earthquake,,4.6,,44,reviewed,us,us
1986-03-28T02:56:23.210Z,36.386,6.708,10,4.5,mb,,,,1.3,us,usp0002sbv,2014-11-07T00:38:06.110Z,"8 km ENE of Constantine, Algeria",earthquake,,,,1,reviewed,us,us
1986-04-01T03:55:57.110Z,39.287,15.365,293.4,4.5,mb,,,,1,us,usp0002she,2014-11-07T00:38:08.228Z,"53 km SW of Cittadella del Capo, Italy",earthquake,,5.5,,40,reviewed,us,us
1986-06-12T01:09:49.660Z,36.466,11.356,10,4.7,mb,,,,1.1,us,usp0002uze,2014-11-07T00:38:32.479Z,"46 km SE of Menzel Heurr, Tunisia",earthquake,,,,4,reviewed,us,us
1986-07-23T08:19:50.180Z,40.678,15.657,14.8,4.5,mb,,,,1.1,us,usp0002wds,2020-08-28T20:33:07.532Z,"4 km NNE of Picerno, Italy",earthquake,,6.6,,6,reviewed,us,us
1986-08-29T14:57:02.840Z,46.343,12.47,10,4.8,mb,,,,1.1,us,usp0002xn9,2014-11-07T00:38:54.049Z,"6 km NNE of Cimolais, Italy",earthquake,,,,11,reviewed,us,us
1986-09-24T14:39:04.620Z,44.378,10.868,10,4.6,mb,,,,1.3,us,usp0002ybg,2014-11-07T00:39:02.714Z,"2 km ENE of Sant'Antonio, Italy",earthquake,,,,1,reviewed,us,us
1986-10-20T12:15:31.990Z,43.169,13.848,10,4.7,mb,,,,1.4,us,usp0002z4h,2014-11-07T00:39:10.336Z,"4 km ESE of Porto San Giorgio, Italy",earthquake,,,,1,reviewed,us,us
1986-11-25T13:59:42.390Z,44.12,16.339,30.2,5.6,mw,,,,1.2,us,usp00030d1,2022-04-27T22:01:12.071Z,"6 km SSW of Bosansko Grahovo, Bosnia and Herzegovina",earthquake,,3.2,,,reviewed,us,hrv
1986-12-16T06:22:51.120Z,45.055,14.799,10,4.7,mb,,,,1.2,us,usp00030ws,2014-11-07T00:39:29.804Z,"8 km S of Novi Vinodolski, Croatia",earthquake,,,,14,reviewed,us,us
1986-12-24T16:48:05.690Z,44.092,16.347,31.1,4.8,mb,,,,1.1,us,usp0003146,2022-04-27T21:58:54.099Z,"9 km S of Bosansko Grahovo, Bosnia and Herzegovina",earthquake,,3.5,,25,reviewed,us,us
1987-01-08T01:59:18.470Z,43.715,16.841,33,4.8,mb,,,,1.2,us,usp00031g5,2014-11-07T00:39:38.017Z,"6 km SSW of Orguz, Bosnia and Herzegovina",earthquake,,,,1,reviewed,us,us
1987-04-07T13:34:52.460Z,46.526,10.317,5,4.6,mb,,,,1.2,us,usp00033zc,2014-11-07T00:40:13.240Z,"4 km NNE of Isolaccia, Italy",earthquake,,,,1,reviewed,us,us
1987-04-12T11:35:18.590Z,44.207,12.137,11,4.9,mb,,,,1.1,us,usp000343x,2014-11-07T00:40:14.081Z,"1 km NNE of Forlimpopoli, Italy",earthquake,,2.6,,4,reviewed,us,us
1987-04-27T15:15:23.220Z,44.224,9.922,10,4.6,mb,,,,0.9,us,usp00034he,2014-11-07T00:40:17.634Z,"2 km NW of Podenzana, Italy",earthquake,,,,3,reviewed,us,us
1987-05-02T20:43:53.000Z,44.818,10.723,10,4.8,mb,,,,1.3,us,usp00034ns,2020-07-07T23:48:58.143Z,"3 km S of Novellara, Italy",earthquake,,,,15,reviewed,us,us
1987-05-24T13:13:56.240Z,39.424,14.955,312.6,4.5,mb,,,,1,us,usp000357w,2014-11-07T00:40:25.993Z,"73 km SSW of Marina di Camerota, Italy",earthquake,,3.6,,33,reviewed,us,us
1987-07-03T10:21:57.990Z,43.254,13.936,12.4,5.1,mb,,,,1.2,us,usp000369k,2020-08-28T21:24:17.352Z,"13 km ENE of San Tommaso Tre Archi, Italy",earthquake,,1.8,,28,reviewed,us,us
1987-07-05T13:12:36.880Z,43.785,12.227,11.2,4.5,mb,,,,1.1,us,usp00036c2,2014-11-07T00:40:38.444Z,"4 km SW of Pennabilli, Italy",earthquake,,2.2,,5,reviewed,us,us
1987-08-13T07:22:09.270Z,37.901,15.065,41.4,4.8,mb,,,,1.3,us,usp00037g3,2014-11-07T00:40:48.371Z,"1 km E of Moio Alcantara, Italy",earthquake,,6.3,,12,reviewed,us,us
1987-09-04T16:42:49.190Z,43.242,13.874,18.6,5.1,mb,,,,1.2,us,usp000383d,2020-08-28T21:30:13.433Z,"8 km E of San Tommaso Tre Archi, Italy",earthquake,,2.5,,21,reviewed,us,us
1987-10-27T18:20:33.390Z,39.652,15.483,263.7,4.5,mb,,,,1.4,us,usp00039ny,2014-11-07T00:41:07.439Z,"29 km W of Diamante, Italy",earthquake,,5.7,,29,reviewed,us,us
1987-12-04T14:45:12.760Z,45.845,10.61,16.1,4.8,ml,,,,1.2,us,usp0003ay6,2014-11-07T00:41:20.780Z,"2 km ESE of Storo, Italy",earthquake,,3,,,reviewed,us,grf
1987-12-15T07:35:42.030Z,39.067,15.549,250.8,4.7,mb,,,,1.2,us,usp0003ba2,2014-11-07T00:41:23.803Z,"45 km W of Amantea, Italy",earthquake,,3.4,,19,reviewed,us,us
1988-01-08T13:05:46.550Z,40.084,16.006,10,4.8,mb,,,,1.2,us,usp0003bwn,2014-11-07T00:41:29.725Z,"0 km SSW of Latronico, Italy",earthquake,,,,15,reviewed,us,us
1988-02-01T14:21:37.700Z,46.314,13.125,8.2,4.5,mb,,,,1.1,us,usp0003cmt,2020-08-28T21:50:42.602Z,"1 km E of Bordano, Italy",earthquake,,1.6,,5,reviewed,us,us
1988-03-08T19:02:45.150Z,39.763,15.343,284.3,4.5,mb,,,,1.2,us,usp0003dqx,2014-11-07T00:41:46.702Z,"26 km S of Marina di Camerota, Italy",earthquake,,3.2,,46,reviewed,us,us
1988-04-26T00:53:44.750Z,42.371,16.603,14.6,5.4,mw,,,,1.1,us,usp0003fch,2022-04-28T20:50:24.168Z,"50 km SSW of Lastovo, Croatia",earthquake,,1.7,,,reviewed,us,hrv
